name,genre,platform,year_of_release,publisher,rating
Yaiba: Ninja Gaiden Z,Action,PS3,2014.0,Tecmo Koei,M
Castlevania: Lords of Shadow 2,Action,X360,2014.0,Konami Digital Entertainment,M
Ghosthunter,Action,PS2,2003.0,Sony Computer Entertainment,T
Bass Pro Shops: The Hunt,Sports,X360,2010.0,Griffin International,T
Shadow of Destiny,Adventure,PSP,2009.0,Konami Digital Entertainment,T
Mimana Iyar Chronicle,Role-Playing,PSP,2009.0,GungHo,T
Michael Jackson: The Experience,Misc,PSV,2011.0,Ubisoft,E10+
Def Jam Fight For NY: The Takeover,Action,PSP,2006.0,Electronic Arts,M
Tom Clancy's EndWar,Strategy,DS,2008.0,Ubisoft,T
Major League Baseball 2K11,Sports,DS,2011.0,Take-Two Interactive,E
JASF: Jane's Advanced Strike Fighters,Simulation,X360,2011.0,Deep Silver,T
The Smurfs 2,Platform,PS3,2013.0,Ubisoft,E
Astro Boy: Omega Factor,Action,GBA,2003.0,THQ,E
Disgaea Infinite,Adventure,PSP,2010.0,Nippon Ichi Software,T
Phantom Brave: The Hermuda Triangle,Role-Playing,PSP,2010.0,Nippon Ichi Software,T
Fullmetal Alchemist: Dual Sympathy,Role-Playing,DS,2005.0,Empire Interactive,T
Carnival Games: Wild West 3D,Misc,3DS,2011.0,Take-Two Interactive,E10+
Chameleon,Puzzle,PSP,2006.0,505 Games,E
Lock's Quest,Strategy,DS,2008.0,THQ,E
Rugby 2005,Sports,PS2,2005.0,Electronic Arts,E
Pokemon Rumble World,Action,3DS,2015.0,Nintendo,E10+
Go Play: City Sports,Sports,Wii,2009.0,Majesco Entertainment,E
Rugby 15,Sports,PS3,2015.0,Bigben Interactive,E
Spectral Force Genesis,Role-Playing,DS,2008.0,Nobilis,T
Last Rebellion,Role-Playing,PS3,2010.0,Nippon Ichi Software,T
Ben 10 Galactic Racing,Racing,PS3,2011.0,D3Publisher,E
DriveClub VR,Racing,PS4,2016.0,Sony Computer Entertainment,E
Truth or Lies,Misc,PS3,2010.0,THQ,T
Quantum Theory,Shooter,X360,2010.0,Tecmo Koei,M
Skylanders Imaginators,Platform,X360,2016.0,Activision,E10+
SpongeBob: HeroPants,Platform,X360,2015.0,Activision,E
Tornado Outbreak,Action,PS3,2009.0,Konami Digital Entertainment,E10+
Scrabble,Misc,PSP,2009.0,Electronic Arts,E
Space Chimps,Platform,Wii,2008.0,Brash Entertainment,E10+
Justice League Heroes,Role-Playing,DS,2006.0,Eidos Interactive,E10+
Space Invaders Extreme,Shooter,PSP,2008.0,Square Enix,E
Fishing Master World Tour,Sports,Wii,2009.0,Hudson Entertainment,E
Mystic Heroes,Action,GC,2002.0,Tecmo Koei,T
Sega Casino,Misc,DS,2005.0,Sega,T
Defender,Misc,XB,2002.0,Midway Games,T
Zoids Assault,Strategy,X360,2007.0,Takara Tomy,T
Arslan: The Warriors of Legend,Action,PS4,2015.0,Tecmo Koei,T
Freestyle Metal X,Racing,PS2,2003.0,Midway Games,T
Karaoke Revolution Presents American Idol Encore 2,Misc,X360,2008.0,Konami Digital Entertainment,E10+
Dark Angel: Vampire Apocalypse,Role-Playing,PS2,2001.0,Metro 3D,T
Damnation,Shooter,PS3,2009.0,Codemasters,M
Monster Jam: Path of Destruction,Racing,PSP,2010.0,Activision,E
Deadliest Catch: Sea of Chaos,Sports,X360,2010.0,Crave Entertainment,E10+
Playmobil Circus,Action,Wii,2009.0,Mindscape,E
Fate/Extella: The Umbral Star,Action,PSV,2016.0,PQube,T
Family GameShow,Misc,Wii,2009.0,Zushi Games,E10+
Karaoke Revolution Presents American Idol Encore,Misc,PS3,2008.0,Konami Digital Entertainment,E
Pipe Mania,Puzzle,DS,2008.0,Empire Interactive,E
Dora's Big Birthday Adventure,Misc,DS,2010.0,Take-Two Interactive,E
Supreme Commander,Strategy,X360,2008.0,505 Games,E10+
Transworld Snowboarding,Sports,XB,2002.0,Atari,T
NFL Blitz 20-02,Sports,GC,2002.0,Midway Games,E
World Soccer Winning Eleven 8 International,Sports,XB,2004.0,Konami Digital Entertainment,E
Sniper Elite,Shooter,XB,2005.0,Ubisoft,M
Mahjong Cub3D,Puzzle,3DS,2011.0,Sunsoft,E
Test Drive: Eve of Destruction,Racing,XB,2004.0,Atari,T
Blazblue: Continuum Shift Extend,Fighting,PS3,2011.0,PQube,T
Crimson Sea,Action,XB,2002.0,Tecmo Koei,T
FIFA Street 3,Sports,DS,2008.0,Electronic Arts,E
Red Bull BC One,Misc,DS,2008.0,Playlogic Game Factory,E
The Weakest Link,Misc,PS,2001.0,Activision,E
Rock Band Country Track Pack 2,Misc,Wii,2011.0,MTV Games,E10+
Viewtiful Joe: Red Hot Rumble,Action,PSP,2006.0,Capcom,T
Wolfenstein: The Old Blood,Action,PC,2015.0,Bethesda Softworks,M
GRID Autosport,Racing,X360,2014.0,Codemasters,E
The Mummy: Tomb of the Dragon Emperor,Action,DS,2008.0,Vivendi Games,T
Ikaruga,Shooter,GC,2003.0,Atari,E
The Suffering: Ties That Bind,Action,XB,2005.0,Midway Games,M
MLB Superstars,Sports,Wii,2008.0,Take-Two Interactive,E
Challenge Me: Brain Puzzles 2,Puzzle,DS,2010.0,O-Games,E
Remington Super Slam Hunting: Alaska,Sports,Wii,2011.0,Mastiff,T
Nobunaga's Ambition: Iron Triangle,Strategy,PS2,2006.0,Tecmo Koei,E10+
Crysis: Maximum Edition,Shooter,PC,2009.0,Electronic Arts,M
Cake Mania: Main Street,Simulation,DS,2011.0,Majesco Entertainment,E10+
The Mummy: Tomb of the Dragon Emperor,Action,Wii,2008.0,Vivendi Games,T
Dreamer Series: Teacher,Simulation,DS,2009.0,Deep Silver,E
Knights in the Nightmare,Role-Playing,PSP,2010.0,Atlus,T
Pillow Pets,Adventure,DS,2011.0,GameMill Entertainment,E
Terraria,Action,3DS,2016.0,505 Games,T
Shrek Smash n' Crash Racing,Racing,PSP,2006.0,Activision,E
El Tigre: The Adventures of Manny Rivera,Platform,DS,2007.0,THQ,E
Petz: Saddle Club,Simulation,PSP,2009.0,Ubisoft,E
Digimon World 4,Role-Playing,GC,2005.0,Namco Bandai Games,E
MLB 2K9 Fantasy All-Stars,Sports,DS,2009.0,Take-Two Interactive,E
Spectral Force 3,Role-Playing,X360,2006.0,Idea Factory,T
Ford Racing 3,Racing,XB,2004.0,Take-Two Interactive,E
MLB SlugFest Loaded,Sports,XB,2004.0,Midway Games,T
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,GC,2005.0,Activision,E10+
R: Racing Evolution,Racing,XB,2003.0,Namco Bandai Games,T
Bionicle,Action,GBA,2003.0,THQ,E
The Ant Bully,Platform,Wii,2006.0,Midway Games,E10+
Risen 3: Titan Lords,Role-Playing,PC,2014.0,Deep Silver,M
Battle Fantasia,Fighting,X360,2008.0,505 Games,T
Karaoke Revolution,Misc,XB,2004.0,Konami Digital Entertainment,E
Fire Pro Wrestling Returns,Sports,PS2,2005.0,505 Games,T
Obscure: The Aftermath,Action,PSP,2009.0,Playlogic Game Factory,M
Jimmy Neutron: Boy Genius,Platform,GC,2002.0,THQ,E
Henry Hatsworth in the Puzzling Adventure,Puzzle,DS,2009.0,Electronic Arts,E
Rollcage Stage II,Racing,PS,2000.0,Sony Computer Entertainment,E
Samurai Warriors 2: Xtreme Legends,Action,PS2,2007.0,Tecmo Koei,T
Spider-Man: Edge of Time,Action,Wii,2011.0,Activision,T
Jumper: Griffin's Story,Action,Wii,2008.0,Eidos Interactive,T
Forgotten Realms: Demon Stone,Action,XB,2004.0,Atari,T
Major League Baseball 2K7,Sports,PSP,2007.0,Take-Two Interactive,E
Rock Band 3,Misc,DS,2010.0,MTV Games,E10+
LEGO Star Wars II: The Original Trilogy,Action,GBA,2006.0,LucasArts,E
Dynasty Warriors 8: Empires,Action,PS3,2014.0,Tecmo Koei,T
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,XB,2005.0,Disney Interactive Studios,E10+
Top Gear Rally,Racing,GBA,2003.0,Kemco,E
Red Faction: Armageddon,Shooter,PC,2011.0,THQ,M
BIT.TRIP COMPLETE,Misc,Wii,2011.0,Rising Star Games,E
Rugby 15,Sports,XOne,2015.0,Bigben Interactive,E
XIII,Shooter,GC,2003.0,Ubisoft,M
Data East Arcade Classics,Misc,Wii,2010.0,Majesco Entertainment,T
Ski and Shoot,Sports,Wii,2008.0,RTL,E
The Incredibles: Rise of the Underminer,Action,XB,2005.0,THQ,E10+
Wizardry: Tale of the Forsaken Land,Role-Playing,PS2,2001.0,Ubisoft,T
ShellShock 2: Blood Trails,Shooter,X360,2009.0,Eidos Interactive,M
F.E.A.R. Files,Shooter,X360,2007.0,Vivendi Games,M
Savage Skies,Shooter,PS2,2002.0,Big Ben Interactive,M
Indianapolis 500 Legends,Racing,DS,2007.0,Destineer,E
Assassin's Creed Chronicles,Action,PS4,2016.0,Ubisoft,T
The Smurfs 2,Platform,WiiU,2013.0,Ubisoft,E
Lara Croft and the Temple of Osiris,Action,PS4,2014.0,Square Enix,T
The Sims 2: Apartment Life,Simulation,PC,2008.0,Electronic Arts,T
Killer7,Action,PS2,2005.0,Capcom,M
Age of Mythology,Strategy,PC,2002.0,Microsoft Game Studios,T
Busy Scissors,Simulation,Wii,2010.0,Little Orbit,E
Astro Boy,Action,PS2,2004.0,Sega,E
Wacky World of Sports,Sports,Wii,2009.0,Sega,E10+
Puss in Boots,Action,PS3,2011.0,THQ,E10+
Monster House,Adventure,GBA,2006.0,THQ,E
Cloudy With a Chance of Meatballs,Platform,X360,2009.0,Ubisoft,E
Charlotte's Web,Action,DS,2006.0,Sega,E
MetropolisMania,Strategy,PS2,2001.0,Natsume,T
Mystery Stories: Curse of the Ancient Spirits,Adventure,DS,2011.0,GSP,E10+
Monster Jam: Urban Assault,Racing,PSP,2008.0,Activision,E
My Make-Up,Misc,DS,2008.0,Oxygen Interactive,E
NCAA Football 08,Sports,XB,2007.0,Electronic Arts,E
Ephemeral Fantasia,Role-Playing,PS2,2000.0,Konami Digital Entertainment,T
1 vs. 100,Misc,DS,2008.0,DSI Games,E
Winter Sports 2: The Next Challenge,Sports,PS2,2008.0,Conspiracy Entertainment,E
Major League Baseball 2K9,Sports,PSP,2009.0,Spike,E
Animal Planet: Emergency Vets,Simulation,DS,2009.0,Activision,E
IHRA Drag Racing: Sportsman Edition,Racing,PS2,2006.0,Bethesda Softworks,E10+
Counter-Strike: Source,Shooter,PC,2004.0,Vivendi Games,M
Puzzle Chronicles,Puzzle,PSP,2010.0,Konami Digital Entertainment,E10+
Ski-Doo Snowmobile Challenge,Racing,Wii,2009.0,Valcon Games,E
Gray Matter,Adventure,PC,2011.0,DTP Entertainment,T
Brain Voyage,Puzzle,DS,2008.0,Eidos Interactive,E
America's Army: True Soldiers,Shooter,X360,2007.0,Ubisoft,T
Raiden Fighters Aces,Shooter,X360,2008.0,Valcon Games,E10+
My Stop Smoking Coach: Allen Carr's EasyWay,Misc,DS,2008.0,Ubisoft,E
NASCAR The Game: Inside Line,Racing,PS3,2012.0,Activision,E
Star Wars: Empire at War,Strategy,PC,2006.0,LucasArts,T
BlazBlue Central Fiction,Fighting,PS4,2016.0,PQube,T
Jaws: Ultimate Predator,Action,Wii,2011.0,Majesco Entertainment,T
Are You Smarter Than a 5th Grader? Back to School,Misc,DS,2010.0,THQ,E
Sega GT Online,Racing,XB,2003.0,Sega,T
Knights in the Nightmare,Role-Playing,DS,2008.0,Sting,T
Marvel Nemesis: Rise of the Imperfects,Fighting,DS,2005.0,Electronic Arts,E10+
Prisoner of War,Adventure,XB,2002.0,Atari,T
Konami Classics Vol. 1,Misc,X360,2009.0,Konami Digital Entertainment,T
Princess Isabella: A Witch's Curse,Adventure,DS,2010.0,GSP,E
ESPN NFL Primetime 2002,Sports,PS2,2001.0,Konami Digital Entertainment,E
Zoids: Legacy,Role-Playing,GBA,2003.0,Tomy Corporation,E
Nano Assault,Shooter,3DS,2011.0,Majesco Entertainment,E10+
Captain America: Super Soldier,Action,3DS,2011.0,Sega,T
Onimusha Tactics,Strategy,GBA,2003.0,Capcom,T
Bomberman Jetters,Puzzle,GC,2002.0,Hudson Soft,E
Nikoli's Pencil Puzzle,Puzzle,3DS,2011.0,Hudson Soft,E
TOCA Race Driver 3,Racing,PS2,2006.0,Codemasters,E10+
Mad Dog McCree: Gunslinger Pack,Shooter,Wii,2009.0,Majesco Entertainment,T
Deadliest Catch: Sea of Chaos,Sports,PS3,2010.0,Crave Entertainment,E10+
Pac-Man Power Pack,Misc,PS2,2008.0,Namco Bandai Games,E
How to Train Your Dragon 2,Adventure,WiiU,2014.0,Little Orbit,E10+
Blacksite: Area 51,Shooter,PS3,2007.0,Midway Games,T
Disney's Donald Duck: Goin' Quackers,Platform,PS2,2000.0,Ubisoft,E
Ultimate Brain Games,Misc,GBA,2003.0,Telegames,E
Angry Birds Star Wars,Strategy,PSV,2013.0,Activision,E
Exit,Puzzle,PSP,2005.0,Ubisoft,E
Harvey Birdman: Attorney at Law,Adventure,Wii,2008.0,Capcom,T
The Secret Saturdays: Beasts of the 5th Sun,Action,DS,2009.0,D3Publisher,E10+
Wonder World Amusement Park,Misc,DS,2009.0,Majesco Entertainment,E
Aliens versus Predator: Extinction,Strategy,XB,2003.0,Electronic Arts,T
Bejeweled 3,Puzzle,PC,2010.0,PopCap Games,E
RTX Red Rock,Shooter,PS2,2003.0,LucasArts,T
FIFA Street 2,Sports,XB,2006.0,Electronic Arts,E
Smart Bomb,Puzzle,PSP,2005.0,Eidos Interactive,E10+
Shining Force: Resurrection of the Dark Dragon,Role-Playing,GBA,2004.0,THQ,T
Shining Soul II,Role-Playing,GBA,2003.0,THQ,E
Guilty Gear XX Accent Core Plus,Fighting,PSP,2008.0,PQube,T
The Golf Club,Sports,PS4,2014.0,Unknown,E
Hello Kitty: Roller Rescue,Action,GC,2005.0,Empire Interactive,E
Metal Slug Advance,Shooter,GBA,2004.0,Ignition Entertainment,T
Pac-Man World Rally,Racing,GC,2006.0,Namco Bandai Games,E
Gradius Galaxies,Shooter,GBA,2001.0,Konami Digital Entertainment,E
Blazing Angels: Squadrons of WWII,Simulation,XB,2006.0,Ubisoft,T
God Eater Resurrection,Action,PS4,2015.0,Namco Bandai Games,T
Mortal Kombat Kollection,Fighting,PS2,2008.0,Midway Games,M
NHL 2K7,Sports,X360,2006.0,Take-Two Interactive,E10+
LEGO Soccer Mania,Sports,PS2,2002.0,Electronic Arts,E
MotoGP 14 ,Racing,X360,2014.0,Milestone S.r.l.,E
Air Conflicts: Secret Wars,Simulation,X360,2011.0,bitComposer Games,T
Miami Nights: Singles in the City,Simulation,DS,2008.0,Ubisoft,T
Shovel Knight,Platform,PS4,2015.0,Yacht Club Games,E
Strider 2,Platform,PS,2000.0,Virgin Interactive,E
Board Game Classics,Misc,GBA,2005.0,"Destination Software, Inc",E
Invizimals: The Alliance,Action,PSV,2013.0,Sony Computer Entertainment,E10+
Junior Mystery Quest,Puzzle,DS,2011.0,GSP,E
Death Jr. and the Science Fair of Doom,Platform,DS,2007.0,Konami Digital Entertainment,E10+
101-in-1 Sports Megamix,Sports,DS,2010.0,Nordcurrent,E10+
Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,PS2,2005.0,Ghostlight,M
Pro Evolution Soccer 2013,Sports,PC,2012.0,Konami Digital Entertainment,E
Transformers: Devastation,Action,PS3,2015.0,Activision,T
Playmobil Pirates,Action,DS,2009.0,Mindscape,E10+
Get Fit with Mel B,Sports,Wii,2010.0,Black Bean Games,E
Battleborn,Shooter,PC,2016.0,Take-Two Interactive,T
Dream Day: Wedding Destinations,Simulation,DS,2009.0,THQ,E
Agatha Christie: Evil Under the Sun,Adventure,Wii,2008.0,The Adventure Company,T
Cloudy With a Chance of Meatballs,Platform,PSP,2009.0,Ubisoft,E
Naruto Shippuden: Shinobi Rumble,Fighting,DS,2010.0,Takara Tomy,T
Martian Panic,Adventure,Wii,2010.0,Unknown,T
Don King Boxing,Sports,DS,2009.0,Take-Two Interactive,T
Build 'n Race,Racing,Wii,2009.0,Zoo Games,E
Grand Prix Challenge,Racing,PS2,2002.0,Atari,E
FIFA Soccer 2005,Sports,GBA,2004.0,Electronic Arts,E
ShellShock 2: Blood Trails,Shooter,PS3,2009.0,Eidos Interactive,M
Mega Man Legacy Collection,Platform,PS4,2016.0,Capcom,E
Knights Contract,Action,PS3,2011.0,Namco Bandai Games,M
NHL 06,Sports,GC,2005.0,Electronic Arts,E10+
The Spiderwick Chronicles,Action,DS,2008.0,Vivendi Games,E10+
Pinobee: Wings of Adventure,Platform,GBA,2001.0,Hudson Entertainment,E
Touch Mechanic,Simulation,DS,2008.0,Nintendo,E
State of Emergency 2,Shooter,PS2,2006.0,SouthPeak Games,M
Sushi Academy,Action,DS,2009.0,DTP Entertainment,E
Fatal Frame III: The Tormented,Action,PS2,2005.0,Take-Two Interactive,M
Seven Samurai 20XX,Action,PS2,2004.0,Sega,T
Generator Rex: Agent of Providence,Action,Wii,2011.0,Activision,E10+
Adventure Time: The Secret of the Nameless Kingdom,Action,3DS,2014.0,Little Orbit,E10+
Risen 3: Titan Lords,Role-Playing,PS3,2014.0,Deep Silver,M
Transformers: Devastation,Action,X360,2015.0,Activision,T
Tornado Outbreak,Action,X360,2009.0,Konami Digital Entertainment,E10+
Ninjabread Man,Action,Wii,2007.0,Popcorn Arcade,E
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,GC,2004.0,Ubisoft,T
DanceDanceRevolution,Simulation,X360,2011.0,Konami Digital Entertainment,E10+
Battlefield 2,Shooter,PC,2005.0,Electronic Arts,T
Swingerz Golf,Sports,GC,2002.0,Eidos Interactive,E
Murder in Venice,Adventure,DS,2011.0,City Interactive,E10+
Titanfall 2,Shooter,PC,2016.0,Electronic Arts,M
Persona 4: Arena Ultimax,Fighting,X360,2014.0,Atlus,T
Supremacy MMA,Fighting,X360,2011.0,505 Games,M
The King of Fighters 2006,Fighting,PS2,2006.0,Ignition Entertainment,T
Nobunaga's Ambition: Rise to Power,Strategy,PS2,2004.0,Tecmo Koei,T
FIFA Soccer 2003,Sports,GC,2002.0,Electronic Arts,E
DaGeDar,Action,DS,2011.0,GameMill Entertainment,E
Little League World Series Baseball 2010,Sports,PS3,2010.0,Activision,E
Outlaw Golf,Sports,GC,2002.0,TDK Mediactive,T
Major League Baseball 2K11,Sports,PC,2011.0,Take-Two Interactive,E
Petz: Dogz Family,Simulation,PSP,2009.0,Ubisoft,E
My English Coach: Para Hispanoparlantes,Misc,DS,2009.0,Ubisoft,E
The Italian Job,Racing,XB,2003.0,Eidos Interactive,T
Smuggler's Run: Warzones,Misc,GC,2002.0,Take-Two Interactive,T
SafeCracker: The Ultimate Puzzle Adventure,Puzzle,Wii,2008.0,The Adventure Company,E
Warriors Orochi 3 Hyper,Action,WiiU,2012.0,Tecmo Koei,T
Diva Girls: Divas on Ice,Sports,Wii,2009.0,505 Games,E
NBA 10: The Inside,Sports,PSP,2009.0,Sony Computer Entertainment,E
Qubed,Puzzle,X360,2009.0,Atari,E
PAC-MAN and the Ghostly Adventures,Platform,PS3,2013.0,Namco Bandai Games,E10+
Pop'n Music,Misc,Wii,2009.0,Konami Digital Entertainment,E
Space Channel 5 Special Edition,Misc,PS2,2003.0,Agetec,T
The Legend of Alon D'ar,Role-Playing,PS2,2001.0,Ubisoft,T
The Sims 3: Fast Lane Stuff,Simulation,PC,2010.0,Electronic Arts,T
My Friends,Misc,DS,2009.0,Oxygen Interactive,E
Big Mutha Truckers,Racing,GC,2003.0,Empire Interactive,T
Legend of the Guardians: The Owls of Ga'Hoole,Action,PS3,2010.0,Warner Bros. Interactive Entertainment,E10+
Super Robot Taisen OG Saga: Endless Frontier,Role-Playing,DS,2008.0,Namco Bandai Games,T
Sniper: Ghost Warrior 2,Shooter,PC,2013.0,City Interactive,M
Samurai Shodown Sen,Fighting,X360,2009.0,Rising Star Games,M
Samurai Western,Action,PS2,2004.0,505 Games,M
Looney Tunes: Acme Arsenal,Action,X360,2007.0,Warner Bros. Interactive Entertainment,E10+
Line Rider 2: Unbound,Puzzle,DS,2008.0,Deep Silver,E
Princess in Love,Simulation,DS,2009.0,DTP Entertainment,E
Harry Potter and the Sorcerer's Stone,Action,GC,2003.0,Electronic Arts,E
High Heat Major League Baseball 2004,Sports,XB,2003.0,3DO,E
TimeSplitters: Future Perfect,Shooter,GC,2005.0,Electronic Arts,M
Sports Collection,Sports,DS,2010.0,Ubisoft,E
Puzzler Mind Gym 3D,Puzzle,3DS,2011.0,Ubisoft,E
"Warhammer 40,000: Dawn of War II - Retribution",Strategy,PC,2011.0,THQ,M
The Sims 2: Ikea Home Stuff,Simulation,PC,2008.0,Electronic Arts,T
Gradius III and IV,Shooter,PS2,2000.0,Konami Digital Entertainment,E
Incredible Crisis,Action,PS,1999.0,Titus,T
Midway Arcade Treasures 3,Misc,XB,2005.0,Midway Games,E
The King of Fighters EX2: Howling Blood,Fighting,GBA,2002.0,Marvelous Interactive,T
Cabela's North American Adventures,Sports,PS2,2010.0,Activision,T
Little League World Series Baseball: Double Play,Sports,Wii,2010.0,Activision,E
Bakugan: Rise of the Resistance,Strategy,DS,2011.0,Activision,E10+
Ice Age 2: The Meltdown,Platform,Wii,2006.0,Vivendi Games,E10+
The Bachelor: The Videogame,Misc,DS,2010.0,Warner Bros. Interactive Entertainment,T
Goblin Commander: Unleash the Horde,Strategy,XB,2003.0,Jaleco,T
Knights Contract,Action,X360,2011.0,Namco Bandai Games,M
Hidden Invasion,Shooter,PS2,2001.0,Swing! Entertainment,T
Disney's Meet the Robinsons,Action,X360,2007.0,Disney Interactive Studios,E10+
Superman: Shadow of Apokolips,Action,GC,2003.0,Atari,E
Pony Friends 2,Simulation,Wii,2009.0,Eidos Interactive,E
Armored Core 3 Portable,Simulation,PSP,2009.0,From Software,T
PAC-MAN and the Ghostly Adventures,Platform,X360,2013.0,Namco Bandai Games,E10+
Batman: Dark Tomorrow,Action,GC,2003.0,Kemco,T
Pac-Man and the Ghostly Adventures 2,Adventure,3DS,2014.0,Namco Bandai Games,E10+
Crush,Puzzle,PSP,2007.0,Sega,E10+
Discovery Kids: Spider Quest,Misc,DS,2009.0,505 Games,E
The First Templar,Action,PC,2011.0,Kalypso Media,T
Ultimate Card Games DS,Strategy,DS,2008.0,Telegames,E
Jillian Michaels Fitness Ultimatum 2010,Sports,DS,2009.0,Majesco Entertainment,E
Battlestar Galactica,Shooter,XB,2003.0,Vivendi Games,T
Fireblade,Action,XB,2002.0,Midway Games,T
Earth Defense Force 2017,Action,X360,2006.0,D3Publisher,T
Tomb Raider: Legend,Action,GC,2006.0,Eidos Interactive,T
Boxing Fever,Sports,GBA,2001.0,THQ,E
RoadKill,Action,XB,2003.0,Midway Games,M
Game of Thrones,Role-Playing,PC,2012.0,Focus Home Interactive,M
From Russia With Love,Action,PSP,2006.0,Electronic Arts,T
7 Wonders of the Ancient World,Puzzle,PSP,2007.0,Mumbo Jumbo,E
Lost Dimension,Role-Playing,PSV,2014.0,Nippon Ichi Software,T
Indycar Series 2005,Action,XB,2004.0,Codemasters,E
Resident Evil 6,Shooter,PS4,2016.0,Capcom,M
Final Fantasy XI: Vana'diel Collection 2008,Role-Playing,PS2,2007.0,Square Enix,T
Assassin's Creed: Rogue,Action,PC,2015.0,Ubisoft,M
Taz Wanted,Platform,GC,2002.0,Atari,E
Drama Queens,Misc,DS,2009.0,Majesco Entertainment,T
Wordfish,Puzzle,DS,2008.0,Ubisoft,E
Tomb Raider: Underworld,Action,PC,2008.0,Eidos Interactive,T
Penny Racers Party: Turbo-Q Speedway,Racing,Wii,2008.0,Takara Tomy,E
Evil Dead: Regeneration,Action,XB,2005.0,THQ,M
Evolution Worlds,Role-Playing,GC,2002.0,Ubisoft,E
Far Cry Vengeance,Shooter,Wii,2006.0,Ubisoft,M
Petz Fantasy: Sunshine Magic,Simulation,DS,2010.0,Ubisoft,E
Code Lyoko: Fall of X.A.N.A.,Adventure,DS,2008.0,Game Factory,E
Worms: A Space Oddity,Strategy,Wii,2008.0,THQ,E10+
Rapala Pro Bass Fishing 2010,Sports,PS2,2010.0,Activision,E
MLB Front Office Manager,Sports,PS3,2009.0,Take-Two Interactive,E
Sub Rebellion,Simulation,PS2,2002.0,Metro 3D,T
X Rebirth,Simulation,PC,2013.0,Koch Media,T
Song of the Deep,Action,PS4,2016.0,Insomniac Games,E
World Series of Poker 2008: Battle for the Bracelets,Misc,X360,2007.0,Activision,T
Super Monkey Ball Adventure,Platform,PSP,2006.0,Sega,E
Monster Trucks DS,Racing,DS,2005.0,Majesco Entertainment,E
Outlaw Tennis,Sports,PS2,2005.0,Global Star,M
Worms: Open Warfare,Strategy,DS,2006.0,THQ,E10+
Gadget Racers,Racing,PS2,2000.0,Midas Interactive Entertainment,E
Phantasy Star Online Episode III: C.A.R.D. Revolution,Role-Playing,GC,2003.0,Sega,T
Assassin's Creed The Ezio Collection,Action,XOne,2016.0,Ubisoft,M
ZhuZhu Babies,Simulation,DS,2011.0,Activision,E
Ultimate Ghosts 'n Goblins,Platform,PSP,2006.0,Capcom,E10+
Samurai Warriors 2,Action,X360,2006.0,Tecmo Koei,T
TrackMania DS,Racing,DS,2008.0,Focus Home Interactive,E
Ultimate Fighting Championship: Throwdown,Fighting,GC,2002.0,Ubisoft,T
Major League Baseball 2K12,Sports,DS,2012.0,Take-Two Interactive,E
Silent Hunter III,Simulation,PC,2005.0,Ubisoft,T
Alien Syndrome,Role-Playing,PSP,2007.0,Sega,T
Ford vs. Chevy,Racing,XB,2005.0,Global Star,E
Endgame,Shooter,PS2,2002.0,Empire Interactive,T
The Dukes of Hazzard: Return of the General Lee,Racing,XB,2004.0,Ubisoft,E
Ultimate Duck Hunting,Sports,Wii,2009.0,Zoo Digital Publishing,T
Just Dance: Disney Party 2,Action,WiiU,2015.0,Ubisoft,E
Dreamer Series: Shop Owner,Simulation,DS,2009.0,Deep Silver,E
The Sims 3: Barnacle Bay,Simulation,PC,2011.0,Electronic Arts,T
WWE Crush Hour,Racing,GC,2003.0,THQ,T
Metal Gear Solid V: The Phantom Pain,Action,PC,2015.0,Konami Digital Entertainment,M
NHL Hitz 20-03,Sports,GC,2002.0,Midway Games,E
C.O.P.: The Recruit,Action,DS,2009.0,Ubisoft,T
Mission Runway,Simulation,DS,2008.0,Eidos Interactive,E
Urban Reign,Action,PS2,2005.0,Namco Bandai Games,T
Cate West: The Vanishing Files,Adventure,Wii,2009.0,Oxygen Interactive,E10+
Soul Bubbles,Puzzle,DS,2008.0,Eidos Interactive,E
Resident Evil 3: Nemesis,Action,GC,2003.0,Capcom,M
All-Star Baseball 2004,Sports,GC,2003.0,Acclaim Entertainment,E
Bangai-O Spirits,Shooter,DS,2008.0,D3Publisher,E10+
Valentino Rossi: The Game,Racing,PS4,2016.0,Namco Bandai Games,E
Ultimate Party Challenge,Misc,Wii,2009.0,Konami Digital Entertainment,E
Team Elimination Games,Misc,Wii,2009.0,Ubisoft,E
Whac-A-Mole,Puzzle,DS,2005.0,Zoo Digital Publishing,E
Samurai Warriors Chronicles 3,Action,3DS,2014.0,Tecmo Koei,T
Winter Stars,Sports,PS3,2011.0,Deep Silver,E
Dawn of Heroes,Role-Playing,DS,2010.0,Majesco Entertainment,E10+
Lost in Blue: Shipwrecked,Adventure,Wii,2008.0,Konami Digital Entertainment,E10+
Salon Superstar,Simulation,DS,2009.0,505 Games,E
Madden NFL 08,Sports,GC,2007.0,Electronic Arts,E
Aliens in the Attic,Action,Wii,2009.0,Playlogic Game Factory,E10+
Frogger Beyond,Platform,XB,2002.0,Konami Digital Entertainment,E
World Championship Poker: Deluxe Series,Misc,DS,2005.0,505 Games,E
